"name","url","views"
"Outpatient Drug and Alcohol Treatments in Florida","https://opendata.socrata.com/Education/Outpatient-Drug-and-Alcohol-Treatments-in-Florida/e7k2-6q5w","3"
"Mahasiswa TK2B","https://opendata.socrata.com/Education/Mahasiswa-TK2B/9hju-itvx","3"
"4shared","https://opendata.socrata.com/Education/4shared/spfv-wwe3","6"
"Directorio de Sanciones","https://opendata.socrata.com/Government/Directorio-de-Sanciones/a2sp-uqde","1,202"
"Latest Updates","https://opendata.socrata.com/dataset/Latest-Updates/9858-qqwn","410"
"Energy Intensity Of Class I Railroad Freight Service ( Updated April 2008)","https://opendata.socrata.com/dataset/Energy-Intensity-Of-Class-I-Railroad-Freight-Servi/bt6t-ja6m","427"
"Travel wish list","https://opendata.socrata.com/Personal/Travel-wish-list/4jd6-ibq4","420"
"teste","https://opendata.socrata.com/dataset/teste/jmx7-ejye","420"
"Maurice","https://opendata.socrata.com/dataset/Maurice/9tmr-4h8v","420"
"Detroit Housing Unit Permits, 1969-2008","https://opendata.socrata.com/Government/Detroit-Housing-Unit-Permits-1969-2008/5ymp-jin6","413"
"Producer Price Indices For Transportation Services And Warehousing Services ( Naics) ( Updated March 2009)","https://opendata.socrata.com/dataset/Producer-Price-Indices-For-Transportation-Services/izm7-rr5h","427"
"California Sat State Level Scores - 2004-05","https://opendata.socrata.com/dataset/California-Sat-State-Level-Scores-2004-05/2qwg-txbh","425"
"California Ap Exam Results - 1999-00","https://opendata.socrata.com/dataset/California-Ap-Exam-Results-1999-00/2pmz-juhu","422"
"Age And Availability Of Amtrak Locomotive And Car Fleets ( Updated December 2008)","https://opendata.socrata.com/dataset/Age-And-Availability-Of-Amtrak-Locomotive-And-Car-/pwp4-a44g","434"
"Brooklyn Community Projects","https://opendata.socrata.com/dataset/Brooklyn-Community-Projects/zba2-cnjc","451"
"Harrisburg: Precipitation RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Harrisburg-Precipitation-RadNet-Laboratory-Analysi/wjgf-3d73","484"
"Fantasy Baseball","https://opendata.socrata.com/dataset/Fantasy-Baseball/q5bw-cdu4","251"
"Property List","https://opendata.socrata.com/dataset/Property-List/725m-m7qi","423"
"Oklahoma Metro Areas population growth, 2000-2007","https://opendata.socrata.com/dataset/Oklahoma-Metro-Areas-population-growth-2000-2007/amqr-c36f","433"
"fasdf","https://opendata.socrata.com/Government/fasdf/3mny-d78c","500"
"Hindusthani Ragas","https://opendata.socrata.com/Education/Hindusthani-Ragas/44rx-gskv","425"
"Payroll Report - End Date 09/1/10","https://opendata.socrata.com/Government/Payroll-Report-End-Date-09-1-10/qnem-hhkz","436"
"Employment In Transportation Occupations","https://opendata.socrata.com/dataset/Employment-In-Transportation-Occupations/8nfc-3ja9","429"
"Michigan Intermediate School Districts","https://opendata.socrata.com/Education/Michigan-Intermediate-School-Districts/4akn-9qph","464"
"Le Sarkomètre de nouvelobs.com","https://opendata.socrata.com/Government/Le-Sarkom-tre-de-nouvelobs-com/srxy-q64r","450"
"Summers","https://opendata.socrata.com/Government/Summers/ifis-n6zc","440"
"3rd Presidential Election in Iran","https://opendata.socrata.com/dataset/3rd-Presidential-Election-in-Iran/86n9-6s9b","1,787"
"Utah - Title 1 Grants To Educational Agencies","https://opendata.socrata.com/dataset/Utah-Title-1-Grants-To-Educational-Agencies/dswn-psji","425"
"Certificated Air Carrier Fuel Consumption And Travel (Updated October 2008)","https://opendata.socrata.com/dataset/Certificated-Air-Carrier-Fuel-Consumption-And-Trav/dbnh-fjcc","426"
"defrag","https://opendata.socrata.com/dataset/defrag/j55p-xj78","425"
"National Health Care Center Map","https://opendata.socrata.com/dataset/National-Health-Care-Center-Map/vs6w-evav","425"
"CSV Files","https://opendata.socrata.com/Government/CSV-Files/ut8y-dm5c","493"
"Listing of Licensed Bingo Manufacturers","https://opendata.socrata.com/Government/Listing-of-Licensed-Bingo-Manufacturers/6teg-rb2k","424"
"Deer crashes in Maine","https://opendata.socrata.com/dataset/Deer-crashes-in-Maine/aqnt-ns6g","614"
"Fatalities And Injuries Of On- Duty Railroad Employees ( Updated July 2008)","https://opendata.socrata.com/dataset/Fatalities-And-Injuries-Of-On-Duty-Railroad-Employ/75fv-2ibv","437"
"Gross Domestic Product (Gdp) By Major Social Function ( Updated March 2009)","https://opendata.socrata.com/dataset/Gross-Domestic-Product-Gdp-By-Major-Social-Functio/vf84-r4re","430"
"Tennessee Counties","https://opendata.socrata.com/Government/Tennessee-Counties/evrh-wpwh","315"
"Maintenance","https://opendata.socrata.com/dataset/Maintenance/dauz-cbxv","395"
"Airport","https://opendata.socrata.com/Government/Airport/kgbr-nf9n","1,734"
"Social Security-- Beneficiaries Annual Payments And Average Monthly Benefit And By State And Other","https://opendata.socrata.com/dataset/Social-Security-Beneficiaries-Annual-Payments-And-/rgmr-hqty","462"
"Estimated National Average Vehicle Emissions Rates Per Vehicle By Vehicle Type Using Gasoline And Diesel ( Updated December 2007)","https://opendata.socrata.com/dataset/Estimated-National-Average-Vehicle-Emissions-Rates/qh9w-w6zt","440"
"U.S. Gross Domestic Product (Gdp) Attributed To For- Hire Transportation Services ( Current $ Billions) ( Updated March 2009)","https://opendata.socrata.com/dataset/U-S-Gross-Domestic-Product-Gdp-Attributed-To-For-H/yj2p-zw6z","431"
"10th Presidential Election in Iran","https://opendata.socrata.com/dataset/10th-Presidential-Election-in-Iran/ijhp-v9k3","1,824"
"Reliable Washer and Dryer Repair services for Your Appliances","https://opendata.socrata.com/Business/Reliable-Washer-and-Dryer-Repair-services-for-Your/nqnf-nnxf","7"
"Google Roadmap Pointmap Overall Aerial View","https://opendata.socrata.com/Education/Google-Roadmap-Pointmap-Overall-Aerial-View/u64f-zxbf","13"
"Outpatient drug treatment","https://opendata.socrata.com/dataset/Outpatient-drug-treatment/uhnf-5i8p","6"
"Top 10 States for Renewable Power Potential","https://opendata.socrata.com/dataset/Top-10-States-for-Renewable-Power-Potential/4rpi-iyw3","3"
"Cleaning Services Edmonton & Sherwood Park Alberta","https://opendata.socrata.com/dataset/Cleaning-Services-Edmonton-Sherwood-Park-Alberta/4p54-qwbu","4"
"MC Seattle Test Map","https://opendata.socrata.com/Business/MC-Seattle-Test-Map/h9hw-w2tm","13"
"Battleground States' 2012 Turnout","https://opendata.socrata.com/dataset/Battleground-States-2012-Turnout/84nr-w9m2","7"
"Virginia Accounting Services","https://opendata.socrata.com/Business/Virginia-Accounting-Services/untq-z9r9","4"
"Ward 7","https://opendata.socrata.com/dataset/Ward-7/mxgn-4a9w","36"
"Municipios","https://opendata.socrata.com/Government/Municipios/yc5s-ps62","12"
"Tons of Virginia Wine Produced Per Acre","https://opendata.socrata.com/dataset/Tons-of-Virginia-Wine-Produced-Per-Acre/8eeh-e8jd","5"
"asdf","https://opendata.socrata.com/dataset/asdf/r7ib-dxrd","6"
"Cary NC House permit","https://opendata.socrata.com/Government/Cary-NC-House-permit/phcq-snix","11"
"Cary occupancy none mobile home","https://opendata.socrata.com/Government/Cary-occupancy-none-mobile-home/j4yy-te9f","308"
"Home Care Agencies In Virginia","https://opendata.socrata.com/dataset/Home-Care-Agencies-In-Virginia/bb7w-twvp","4"
"Renewable Energy","https://opendata.socrata.com/dataset/Renewable-Energy/nnij-w5su","24"
"Ohio Counties Violent Crime Per 1,000","https://opendata.socrata.com/dataset/Ohio-Counties-Violent-Crime-Per-1-000/76xf-bg45","15"
"June2","https://opendata.socrata.com/dataset/June2/qzvz-z29r","3"
"pbr","https://opendata.socrata.com/dataset/pbr/e4zh-jgcz","4"
"1","https://opendata.socrata.com/Education/1/yfb5-ipiw","5"
"Cisco certified Networking Dealers in UK","https://opendata.socrata.com/Education/Cisco-certified-Networking-Dealers-in-UK/9u7j-jy5v","6"
"Classroom Wish Lists","https://opendata.socrata.com/dataset/Classroom-Wish-Lists/xh26-wvmf","5"
"King Drive Foreclosure","https://opendata.socrata.com/dataset/King-Drive-Foreclosure/7tdn-36i2","5"
"Total Vendor Amounts","https://opendata.socrata.com/Government/Total-Vendor-Amounts/wgaj-y2tn","46"
"Layer test","https://opendata.socrata.com/dataset/Layer-test/g9ej-qbvi","6"
"Dataset","https://opendata.socrata.com/dataset/Dataset/hc8u-dcu9","32"
"Vista1","https://opendata.socrata.com/dataset/Vista1/486y-8aff","21"
"Rubrikk","https://opendata.socrata.com/Business/Rubrikk/7b6f-y8a5","18"
"this","https://opendata.socrata.com/dataset/this/zizz-qn9a","3"
"Proyectos inversión publica 2012 Lima","https://opendata.socrata.com/Government/Proyectos-inversi-n-publica-2012-Lima/t763-jns3","16"
"Fruit1","https://opendata.socrata.com/dataset/Fruit1/sdug-2s65","10"
"MA Contracts Map View (Demo)","https://opendata.socrata.com/dataset/MA-Contracts-Map-View-Demo-/stzi-ky8p","7"
"State Populations of southeastern states for 1900","https://opendata.socrata.com/dataset/State-Populations-of-southeastern-states-for-1900/7hns-2gm7","4"
"1790 Pie Chart","https://opendata.socrata.com/Education/1790-Pie-Chart/gqbv-thv5","11"
"Five of the six Maryland counties that cast majority votes for same-sex marriage are among the ten Maryland counties with the largest African-American populations.","https://opendata.socrata.com/dataset/Five-of-the-six-Maryland-counties-that-cast-majori/ig42-mh8x","14"
"Clippers Trimmers and Blades","https://opendata.socrata.com/dataset/Clippers-Trimmers-and-Blades/vy33-4x25","7"
"Fields Roll Up2","https://opendata.socrata.com/dataset/Fields-Roll-Up2/2xgn-56s4","6"
"Battleground States vs. Other States' Turnout","https://opendata.socrata.com/dataset/Battleground-States-vs-Other-States-Turnout/rjzp-xwh3","6"
"Refrigerator Repair Virginia","https://opendata.socrata.com/Business/Refrigerator-Repair-Virginia/eid5-9rqe","3"
"Drug and Alcohol Treatment Florida - Programs for Drug Abuse by Women","https://opendata.socrata.com/Business/Drug-and-Alcohol-Treatment-Florida-Programs-for-Dr/ff5p-s4ey","6"
"Timeline Visualization of New York State and US, annual 1969 - 2008 (Preliminary)","https://opendata.socrata.com/dataset/Timeline-Visualization-of-New-York-State-and-US-an/twrc-8xmi","416"
"Select air radioactivity over time","https://opendata.socrata.com/Government/Select-air-radioactivity-over-time/pkek-axpj","455"
"Michigan Attorneys","https://opendata.socrata.com/Business/Michigan-Attorneys/ksj8-wypn","1,098"
"6th Presidential Election in Iran","https://opendata.socrata.com/dataset/6th-Presidential-Election-in-Iran/tews-mmrz","1,799"
"Condition Of U.S. Roadways By Functional System ( Updated December 2008)","https://opendata.socrata.com/dataset/Condition-Of-U-S-Roadways-By-Functional-System-Upd/978r-u3az","415"
"Vermont - Title 1 Grants To Educational Agencies","https://opendata.socrata.com/dataset/Vermont-Title-1-Grants-To-Educational-Agencies/9h7z-7sbf","415"
"Top 100 Recipients Of Federal Contract Awards For Financial Year 2008","https://opendata.socrata.com/dataset/Top-100-Recipients-Of-Federal-Contract-Awards-For-/8rnp-rypp","412"
"Airport","https://opendata.socrata.com/Government/Airport/fw3d-4qhy","1,326"
"California Sat State Level Scores - 2005-06","https://opendata.socrata.com/dataset/California-Sat-State-Level-Scores-2005-06/6uyg-36eg","417"
"California Sat State Level Scores - 2007-08","https://opendata.socrata.com/dataset/California-Sat-State-Level-Scores-2007-08/u28y-zs7v","415"
"st_new","https://opendata.socrata.com/dataset/st_new/dngf-h5xj","418"
"Federal Exhaust Emissions Certification Standards For Newly Manufactured Gasoline- And Diesel- Powered Light Heavy- Duty Trucks ( Grams Per Brake Horsepower-hour)","https://opendata.socrata.com/dataset/Federal-Exhaust-Emissions-Certification-Standards-/6sup-xhuw","433"
"Arts Sports Tourism Expenses 2","https://opendata.socrata.com/Government/Arts-Sports-Tourism-Expenses-2/75ie-rduq","446"
"Name","https://opendata.socrata.com/Government/Name/nfrv-axb5","519"
"Test","https://opendata.socrata.com/Government/Test/9h7e-tfya","454"
"asd","https://opendata.socrata.com/Government/asd/riwp-x2cv","442"
"Expenditure Report Period Ending 9/30/2011","https://opendata.socrata.com/Government/Expenditure-Report-Period-Ending-9-30-2011/38eu-xbv4","477"
"California Public School Enrollment - 2007-08","https://opendata.socrata.com/dataset/California-Public-School-Enrollment-2007-08/27bb-6wgf","414"
"Recovery Act Pillars (TX)","https://opendata.socrata.com/dataset/Recovery-Act-Pillars-TX-/tj55-qr93","416"
"ERS Mushrooms U.S. Per Capita Net Domestic Utilization Timeline","https://opendata.socrata.com/Government/ERS-Mushrooms-U-S-Per-Capita-Net-Domestic-Utilizat/fd93-gqge","420"
"Business and Commerce","https://opendata.socrata.com/Government/Business-and-Commerce/axic-c64e","418"
"Worldwide Commercial Space Launches (Updated March 2009)","https://opendata.socrata.com/dataset/Worldwide-Commercial-Space-Launches-Updated-March-/je8h-hypb","417"
"Hot 100 Songs","https://opendata.socrata.com/dataset/Hot-100-Songs/bvww-w6ft","416"
"My Netflix Movies","https://opendata.socrata.com/dataset/My-Netflix-Movies/i34t-tirf","416"
"Sea Turtle Sightings","https://opendata.socrata.com/Education/Sea-Turtle-Sightings/cf9e-fi9f","422"
"Estimated National Average Vehicle Emissions Rates Per Vehicle By Vehicle Type Using Reformulated Gasoline And Diesel ( Updated December 2007)","https://opendata.socrata.com/dataset/Estimated-National-Average-Vehicle-Emissions-Rates/xrbz-43ci","428"
"Pinconning Teacher Salaries 2009-2010","https://opendata.socrata.com/dataset/Pinconning-Teacher-Salaries-2009-2010/g5sr-im2k","442"
"Aggregate Test","https://opendata.socrata.com/dataset/Aggregate-Test/s43d-tbi9","415"
"DC Auditor Reports FY09","https://opendata.socrata.com/Government/DC-Auditor-Reports-FY09/cuqg-7wvd","424"
"Coleman Teachers/Salaries 2009-2010","https://opendata.socrata.com/Education/Coleman-Teachers-Salaries-2009-2010/cfmu-erna","421"
"Test2","https://opendata.socrata.com/Business/Test2/vmcp-h3jp","442"
"TravelPod's Top 40 Venice Hotels","https://opendata.socrata.com/dataset/TravelPod-s-Top-40-Venice-Hotels/bimt-6ieb","419"
"4th Presidential Election in Iran","https://opendata.socrata.com/dataset/4th-Presidential-Election-in-Iran/wwp6-tv67","1,794"
"Top U. S. Foreign Trade Freight Gateways By Value Of Shipments ( Updated December 2008)","https://opendata.socrata.com/dataset/Top-U-S-Foreign-Trade-Freight-Gateways-By-Value-Of/zebr-39ip","427"
"Hazardous Liquid And Natural Gas Pipeline Safety ( Updated October 2008)","https://opendata.socrata.com/dataset/Hazardous-Liquid-And-Natural-Gas-Pipeline-Safety-U/fi56-73a4","423"
"Map of all Non Profit Groups that Lost their Tax-Exempt Status","https://opendata.socrata.com/Government/Map-of-all-Non-Profit-Groups-that-Lost-their-Tax-E/z9u6-tpsd","1,141"
"1","https://opendata.socrata.com/Government/1/b8bv-zmzb","418"
"party","https://opendata.socrata.com/Government/party/gf3u-8xxy","447"
"Bellaire Public Schools Teacher Salaries 2009-2010","https://opendata.socrata.com/dataset/Bellaire-Public-Schools-Teacher-Salaries-2009-2010/intq-xjjb","428"
"Estimated Consumption Of Alternative And Replacement Fuels For Highway Vehicles ( Updated December 2008)","https://opendata.socrata.com/dataset/Estimated-Consumption-Of-Alternative-And-Replaceme/dgjg-83d4","427"
"Heat Map Zoom 1","https://opendata.socrata.com/Education/Heat-Map-Zoom-1/pqhj-9hd9","10"
"Public Health","https://opendata.socrata.com/dataset/Public-Health/yfem-ydtc","8"
"VA Home Care Services","https://opendata.socrata.com/dataset/VA-Home-Care-Services/p3wb-xgt9","6"
"OPEXDATA","https://opendata.socrata.com/dataset/OPEXDATA/8rvu-dybu","3"
"my socrata","https://opendata.socrata.com/dataset/my-socrata/58ud-cxxx","4"
"Minority","https://opendata.socrata.com/Government/Minority/f2ix-faai","12"
"Mahasiswa TK2A Polines","https://opendata.socrata.com/dataset/Mahasiswa-TK2A-Polines/dtmy-3r9i","3"
"1790 State Populations","https://opendata.socrata.com/Fun/1790-State-Populations/pdfa-p84v","9"
"Massage Therapy will restore your Health","https://opendata.socrata.com/dataset/Massage-Therapy-will-restore-your-Health/e4gf-fvfs","4"
"Janitorial Services Edmonton","https://opendata.socrata.com/dataset/Janitorial-Services-Edmonton/6uax-p9ht","7"
"Outpatient Drug and Alcohol Treatments in Florida","https://opendata.socrata.com/dataset/Outpatient-Drug-and-Alcohol-Treatments-in-Florida/yexb-rc2u","4"
"Mahasiswa TK 2A Polines","https://opendata.socrata.com/Education/Mahasiswa-TK-2A-Polines/fn5j-fpgk","12"
"The Canada Ecommerce Web Design and Development","https://opendata.socrata.com/Business/The-Canada-Ecommerce-Web-Design-and-Development/v2jb-m5ve","6"
"Finding Right Kind of Home Care Services","https://opendata.socrata.com/dataset/Finding-Right-Kind-of-Home-Care-Services/s4s2-rjce","5"
"Senior Home Care Enhance Quality of Life","https://opendata.socrata.com/dataset/Senior-Home-Care-Enhance-Quality-of-Life/c9sp-buys","6"
"Outpatient Drug and Alcohol Treatments","https://opendata.socrata.com/dataset/Outpatient-Drug-and-Alcohol-Treatments/ptjj-fdu9","6"
"Tips for giving good Elder Care","https://opendata.socrata.com/dataset/Tips-for-giving-good-Elder-Care/85hd-tijn","4"
"test1","https://opendata.socrata.com/Education/test1/g6fi-8uwp","6"
"Drug Rehabilitation Florida; Program and Recovery","https://opendata.socrata.com/dataset/Drug-Rehabilitation-Florida-Program-and-Recovery/vkdw-x7jf","4"
"Lineare","https://opendata.socrata.com/dataset/Lineare/ge2x-dmn3","4"
"Vitiligo herbal treatment","https://opendata.socrata.com/dataset/Vitiligo-herbal-treatment/wg8c-9q3i","18"
"Financial Services of Tax and Accounting and Bookkeeping","https://opendata.socrata.com/Business/Financial-Services-of-Tax-and-Accounting-and-Bookk/u5td-3jsm","4"
"costco white","https://opendata.socrata.com/dataset/costco-white/ysiw-sktu","10"
"Canada","https://opendata.socrata.com/dataset/Canada/ijr3-6zpv","6"
"Main out of work numbers tree map","https://opendata.socrata.com/Government/Main-out-of-work-numbers-tree-map/p8nk-9zum","6"
"salon products","https://opendata.socrata.com/dataset/salon-products/34qj-8den","6"
"Costco Locations in the US","https://opendata.socrata.com/Business/Costco-Locations-in-the-US/jne7-pdza","11"
"Capital Bikeshare Trip History - May 2012","https://opendata.socrata.com/dataset/Capital-Bikeshare-Trip-History-May-2012/jbs8-sgv2","14"
"Buy Cisco Equipment in London UK","https://opendata.socrata.com/dataset/Buy-Cisco-Equipment-in-London-UK/mf9q-ce25","13"
"2010 white house salaries between 100k & 149999","https://opendata.socrata.com/Government/2010-white-house-salaries-between-100k-149999/caqa-7m93","31"
"Airports","https://opendata.socrata.com/dataset/Airports/bym8-dguh","54"
"Deep Tissue Massage Centers Saskatoon Canada","https://opendata.socrata.com/dataset/Deep-Tissue-Massage-Centers-Saskatoon-Canada/fiy9-eugy","5"
"Coal and Metal/Nonmetal Facility Fatalities, 2002-2013","https://opendata.socrata.com/Government/Coal-and-Metal-Nonmetal-Facility-Fatalities-2002-2/7e9k-ct2h","3"
"Texas Bike Shops Data","https://opendata.socrata.com/dataset/Texas-Bike-Shops-Data/sh6w-tyuk","3"
"Dentistry Courses","https://opendata.socrata.com/Education/Dentistry-Courses/4d2g-q23p","4"
"test_saveas_from_temp","https://opendata.socrata.com/dataset/test_saveas_from_temp/99qc-c6zb","8"
"MC Ning Community","https://opendata.socrata.com/dataset/MC-Ning-Community/g3t4-2qmd","47"
"Massage Therapy Compliments Workouts","https://opendata.socrata.com/dataset/Massage-Therapy-Compliments-Workouts/9igz-i5zb","7"
"City of De Leon","https://opendata.socrata.com/Government/City-of-De-Leon/iz85-e5jv","16"
"How to keep record of your Business?","https://opendata.socrata.com/Business/How-to-keep-record-of-your-Business-/hpq2-7c6b","6"
"Oregon - Title 1 Grants To Educational Agencies","https://opendata.socrata.com/dataset/Oregon-Title-1-Grants-To-Educational-Agencies/3kaw-ddtw","412"
"Air Passenger Travel Arrivals In The United States ( Updated April 2008)","https://opendata.socrata.com/dataset/Air-Passenger-Travel-Arrivals-In-The-United-States/68r5-4jya","427"
"Foo","https://opendata.socrata.com/dataset/Foo/8be6-dugu","407"
"California Public School Enrollment - 1996-97","https://opendata.socrata.com/dataset/California-Public-School-Enrollment-1996-97/iz59-4ca5","409"
"Bar Chart","https://opendata.socrata.com/Government/Bar-Chart/hju4-997u","453"
"California Public School Enrollment - 2004-05","https://opendata.socrata.com/dataset/California-Public-School-Enrollment-2004-05/8a2q-bbdb","408"
"Phone List","https://opendata.socrata.com/dataset/Phone-List/t6mv-659k","305"
"Payroll Report - End Date 3/30/11","https://opendata.socrata.com/dataset/Payroll-Report-End-Date-3-30-11/v73y-7zku","445"
"California Public School Enrollment - 1999-00","https://opendata.socrata.com/dataset/California-Public-School-Enrollment-1999-00/43xq-3c2a","410"
"DC Auditor Reports FY08","https://opendata.socrata.com/Government/DC-Auditor-Reports-FY08/wkbg-72gx","416"
"Payroll Report - End Date 07/07/10","https://opendata.socrata.com/Government/Payroll-Report-End-Date-07-07-10/t7xt-y83z","436"
"House Candidates Microsoft PAC Recipients","https://opendata.socrata.com/Government/House-Candidates-Microsoft-PAC-Recipients/jhtz-47jw","408"
"Perscription Drug Use In The Past Month - One Or More Drug","https://opendata.socrata.com/dataset/Perscription-Drug-Use-In-The-Past-Month-One-Or-Mor/rgdr-huet","414"
"California Public School Enrollment - 2003-04","https://opendata.socrata.com/dataset/California-Public-School-Enrollment-2003-04/qwdx-gt2t","410"
"Domestic Demand For Gasoline By Mode (Updated March 2009)","https://opendata.socrata.com/dataset/Domestic-Demand-For-Gasoline-By-Mode-Updated-March/qfbk-wn93","409"
"South Dakota - Title 1 Grants To Educational Agencies","https://opendata.socrata.com/dataset/South-Dakota-Title-1-Grants-To-Educational-Agencie/7nwz-3t65","413"
"Recovery.gov Awards and Executive Compensation by State","https://opendata.socrata.com/dataset/Recovery-gov-Awards-and-Executive-Compensation-by-/dn6u-5suv","404"
"California Sat State Level Scores - 2006-07","https://opendata.socrata.com/dataset/California-Sat-State-Level-Scores-2006-07/brkx-bpm8","410"
"Rich Text Link Test","https://opendata.socrata.com/dataset/Rich-Text-Link-Test/sm2j-unv8","406"
"Payroll Report - End Date 09/29/10","https://opendata.socrata.com/Government/Payroll-Report-End-Date-09-29-10/pivw-rxpc","426"
"Iowa - Title 1 Grants To Educational Agencies","https://opendata.socrata.com/dataset/Iowa-Title-1-Grants-To-Educational-Agencies/5kr4-65na","429"
"DOT: Highway Materials by State","https://opendata.socrata.com/Government/DOT-Highway-Materials-by-State/9i7a-uby4","387"
"Payroll Report - End Date 06/23/10","https://opendata.socrata.com/Government/Payroll-Report-End-Date-06-23-10/f7fp-fq2w","429"
"King","https://opendata.socrata.com/Government/King/xdwx-mdfw","300"
"Alaska - Title 1 Grants To Educational Agencies","https://opendata.socrata.com/dataset/Alaska-Title-1-Grants-To-Educational-Agencies/ra7j-7w8j","413"
"U.S. Flag Vessels By Type And Age (Updated December 2008)","https://opendata.socrata.com/dataset/U-S-Flag-Vessels-By-Type-And-Age-Updated-December-/iwhe-wz8d","414"
"Payroll Report - End Date 10/26/2011","https://opendata.socrata.com/Government/Payroll-Report-End-Date-10-26-2011/82ds-xukg","438"
"Condensed","https://opendata.socrata.com/Business/Condensed/bn8w-5xq8","1,440"
"df","https://opendata.socrata.com/Government/df/engy-rkdc","437"
"Ning network count by country (draft)","https://opendata.socrata.com/dataset/Ning-network-count-by-country-draft-/i3v5-ewcw","467"
"Bird Strikes 2008 with Speed","https://opendata.socrata.com/Government/Bird-Strikes-2008-with-Speed/ncbp-g294","542"
"California Public School Enrollment - 1994-95","https://opendata.socrata.com/dataset/California-Public-School-Enrollment-1994-95/a5ee-kdix","415"
"Payroll Report - End Date 04/14/10","https://opendata.socrata.com/Government/Payroll-Report-End-Date-04-14-10/dnc4-r9tc","382"
"U.S. General Aviation Safety Data (Updated July 2008)","https://opendata.socrata.com/dataset/U-S-General-Aviation-Safety-Data-Updated-July-2008/f83v-3ysa","418"
"Number Of Pilot-Reported Near Midair Collisions ( Nmac) By Degree Of Hazard ( Updated July 2008)","https://opendata.socrata.com/dataset/Number-Of-Pilot-Reported-Near-Midair-Collisions-Nm/grre-3wwa","415"
"Sri Lanka's matches","https://opendata.socrata.com/Fun/Sri-Lanka-s-matches/5ika-7m4p","419"
"2009 Musical Acquisition","https://opendata.socrata.com/Personal/2009-Musical-Acquisition/ebm7-a3sq","411"
"Street Cleaning Demo","https://opendata.socrata.com/Government/Street-Cleaning-Demo/9svg-cj4s","435"
"U.S. Energy Consumption By The Transportation Sector (Updated December 2008)","https://opendata.socrata.com/dataset/U-S-Energy-Consumption-By-The-Transportation-Secto/ymn5-84j2","412"
"Faa- Cited Causes Of Departure And En Route Delays ( Updated October 2008)","https://opendata.socrata.com/dataset/Faa-Cited-Causes-Of-Departure-And-En-Route-Delays-/6cwa-pe4f","424"
"Lorton Range And Cooktop Repair","https://opendata.socrata.com/Business/Lorton-Range-And-Cooktop-Repair/p7fi-hqjy","4"
"Population Count5","https://opendata.socrata.com/dataset/Population-Count5/yca3-sa9g","4"
"uAttend Biometric Time Clock","https://opendata.socrata.com/Business/uAttend-Biometric-Time-Clock/u6cf-2kta","7"
"plate scanner 1","https://opendata.socrata.com/Government/plate-scanner-1/dygf-5htj","5"
"Marijuana License Applicants  05/06/2014","https://opendata.socrata.com/Government/Marijuana-License-Applicants-05-06-2014/qyxm-4af6","4"
"Number of Injury and Illness Cases in Private Industry with Days Away from Work Among Latino Workers, 1995-2012","https://opendata.socrata.com/Government/Number-of-Injury-and-Illness-Cases-in-Private-Indu/gide-g37e","3"
"hugh1","https://opendata.socrata.com/dataset/hugh1/q8sc-sawz","3"
"Get Your Appliances Repaired At Your Doorstep","https://opendata.socrata.com/Business/Get-Your-Appliances-Repaired-At-Your-Doorstep/fwqr-cdy5","4"
"Massage Therapy Saskatoon Canada","https://opendata.socrata.com/dataset/Massage-Therapy-Saskatoon-Canada/p26c-svyu","4"
"Payments-october2012","https://opendata.socrata.com/Government/Payments-october2012/ght5-bu9x","330"
"Heating Repair Arlington","https://opendata.socrata.com/Business/Heating-Repair-Arlington/byc4-snjx","6"
"Cloud Based Employee Time and Attendance","https://opendata.socrata.com/Business/Cloud-Based-Employee-Time-and-Attendance/9t6v-ua7s","16"
"Population Data in 2011","https://opendata.socrata.com/Fun/Population-Data-in-2011/ymbu-7ndy","9"
"Massage Treatment Centers Saskatoon Canada","https://opendata.socrata.com/dataset/Massage-Treatment-Centers-Saskatoon-Canada/wzav-rjrp","5"
"Massage Treatments Saskatoon","https://opendata.socrata.com/dataset/Massage-Treatments-Saskatoon/b85u-3k57","5"
"Farmers Markets in Baltimore","https://opendata.socrata.com/Government/Farmers-Markets-in-Baltimore/gzpa-87m9","19"
"surface water","https://opendata.socrata.com/Government/surface-water/kxs7-6k4n","808"
"Socrata Data Set practice","https://opendata.socrata.com/Education/Socrata-Data-Set-practice/y6ic-48sr","5"
"Produto","https://opendata.socrata.com/dataset/Produto/8bye-uhq5","4"
"State Populations with State Codes for 1790","https://opendata.socrata.com/dataset/State-Populations-with-State-Codes-for-1790/e2ng-7pwb","7"
"Pru","https://opendata.socrata.com/Government/Pru/dii7-rk7t","4"
"T2 - Q5","https://opendata.socrata.com/dataset/T2-Q5/en5c-mtqr","5"
"Get IT Support in New York and Enjoy Secure Cloud Computing Services","https://opendata.socrata.com/Education/Get-IT-Support-in-New-York-and-Enjoy-Secure-Cloud-/k6ix-ede4","5"
"Networking System in London UK","https://opendata.socrata.com/dataset/Networking-System-in-London-UK/8tiq-jaww","6"
"Teste","https://opendata.socrata.com/Personal/Teste/3kns-rxsc","13"
"Percentage Rollup","https://opendata.socrata.com/dataset/Percentage-Rollup/dwsi-mped","15"
"Professional Janitorial Cleaning Services","https://opendata.socrata.com/dataset/Professional-Janitorial-Cleaning-Services/23wb-sakn","5"
